gene_id,gene_name,gene_biotype,description,transcript_id,chrom,start,end,strand,TPU.length,ARE.cts
ENSMUSG00000037568,Vash2,protein_coding,vasohibin 2 [Source:MGI Symbol;Acc:MGI:2444826],ENSMUST00000166139,1,190947646,190950183,-,2538,7
ENSMUSG00000066595,Flvcr1,protein_coding,feline leukemia virus subgroup C cellular receptor 1 [Source:MGI Symbol;Acc:MGI:2444881],ENSMUST00000085635,1,191005847,191008138,-,2292,7
ENSMUSG00000057072,Spata45,protein_coding,spermatogenesis associated 45 [Source:MGI Symbol;Acc:MGI:1922808],ENSMUST00000077889,1,191042899,191042942,+,44,0
ENSMUSG00000026632,Tatdn3,protein_coding,TatD DNase domain containing 3 [Source:MGI Symbol;Acc:MGI:1916222],ENSMUST00000085633,1,191045838,191046309,-,472,0
ENSMUSG00000062510,Nsl1,protein_coding,"NSL1, MIS12 kinetochore complex component [Source:MGI Symbol;Acc:MGI:2685830]",ENSMUST00000078259,1,191082450,191086474,+,4025,6
ENSMUSG00000026630,Batf3,protein_coding,"basic leucine zipper transcription factor, ATF-like 3 [Source:MGI Symbol;Acc:MGI:1925491]",ENSMUST00000027943,1,191108634,191108943,+,310,0
ENSMUSG00000091017,Fam71a,protein_coding,"family with sequence similarity 71, member A [Source:MGI Symbol;Acc:MGI:3588202]",ENSMUST00000171798,1,191162584,191162686,-,103,0
ENSMUSG00000026628,Atf3,protein_coding,activating transcription factor 3 [Source:MGI Symbol;Acc:MGI:109384],ENSMUST00000027941,1,191170296,191171481,-,1186,3
ENSMUSG00000037499,Nenf,protein_coding,neuron derived neurotrophic factor [Source:MGI Symbol;Acc:MGI:1913458],ENSMUST00000046770,1,191306789,191306912,-,124,0
ENSMUSG00000026627,Tmem206,protein_coding,proton activated chloride channel 1 [Source:MGI Symbol;Acc:MGI:1914200],ENSMUST00000027940,1,191349851,191350914,+,1064,1
ENSMUSG00000026626,Ppp2r5a,protein_coding,"protein phosphatase 2, regulatory subunit B', alpha [Source:MGI Symbol;Acc:MGI:2388479]",ENSMUST00000067976,1,191351975,191352976,-,1002,2
ENSMUSG00000037474,Dtl,protein_coding,denticleless E3 ubiquitin protein ligase [Source:MGI Symbol;Acc:MGI:1924093],ENSMUST00000027933,1,191537365,191539242,-,1878,4
ENSMUSG00000037461,Ints7,protein_coding,integrator complex subunit 7 [Source:MGI Symbol;Acc:MGI:1924315],ENSMUST00000045450,1,191621465,191623688,+,2224,3
ENSMUSG00000026623,Lpgat1,protein_coding,lysophosphatidylglycerol acyltransferase 1 [Source:MGI Symbol;Acc:MGI:2446186],ENSMUST00000110855,1,191778535,191784255,+,5721,25
ENSMUSG00000026622,Nek2,protein_coding,NIMA (never in mitosis gene a)-related expressed kinase 2 [Source:MGI Symbol;Acc:MGI:109359],ENSMUST00000027931,1,191831358,191833050,+,1693,7
ENSMUSG00000037434,Slc30a1,protein_coding,"solute carrier family 30 (zinc transporter), member 1 [Source:MGI Symbol;Acc:MGI:1345281]",ENSMUST00000044954,1,191909756,191913247,+,3492,9
ENSMUSG00000049353,Rd3,protein_coding,retinal degeneration 3 [Source:MGI Symbol;Acc:MGI:1921273],ENSMUST00000180463,1,191985504,191988283,+,2780,1
ENSMUSG00000026637,Traf5,protein_coding,TNF receptor-associated factor 5 [Source:MGI Symbol;Acc:MGI:107548],ENSMUST00000192628,1,191997205,191997429,-,225,1
ENSMUSG00000037395,Rcor3,protein_coding,REST corepressor 3 [Source:MGI Symbol;Acc:MGI:2441920],ENSMUST00000110849,1,192098546,192100919,-,2374,15
ENSMUSG00000058248,Kcnh1,protein_coding,"potassium voltage-gated channel, subfamily H (eag-related), member 1 [Source:MGI Symbol;Acc:MGI:1341721]",ENSMUST00000151152,1,192505292,192510159,+,4868,8
ENSMUSG00000037375,Hhat,protein_coding,hedgehog acyltransferase [Source:MGI Symbol;Acc:MGI:2444681],ENSMUST00000044190,1,192512828,192513883,-,1056,0
ENSMUSG00000016262,Sertad4,protein_coding,SERTA domain containing 4 [Source:MGI Symbol;Acc:MGI:2443496],ENSMUST00000155579,1,192844488,192846372,-,1885,3
ENSMUSG00000016200,Syt14,protein_coding,synaptotagmin XIV [Source:MGI Symbol;Acc:MGI:2444490],ENSMUST00000215093,1,192891233,192897306,-,6074,11
ENSMUSG00000016181,Diexf,protein_coding,UTP25 small subunit processome component [Source:MGI Symbol;Acc:MGI:2138080],ENSMUST00000085555,1,193104402,193107542,-,3141,7
ENSMUSG00000026638,Irf6,protein_coding,interferon regulatory factor 6 [Source:MGI Symbol;Acc:MGI:1859211],ENSMUST00000076521,1,193169507,193172023,+,2517,7
ENSMUSG00000079144,A130010J15Rik,protein_coding,RIKEN cDNA A130010J15 gene [Source:MGI Symbol;Acc:MGI:2441776],ENSMUST00000160822,1,193175134,193177832,+,2699,8
ENSMUSG00000037318,Traf3ip3,protein_coding,TRAF3 interacting protein 3 [Source:MGI Symbol;Acc:MGI:2441706],ENSMUST00000159666,1,193184663,193184934,-,272,0
ENSMUSG00000026639,Lamb3,protein_coding,"laminin, beta 3 [Source:MGI Symbol;Acc:MGI:99915]",ENSMUST00000194677,1,193343511,193343878,+,368,0
ENSMUSG00000016194,Hsd11b1,protein_coding,hydroxysteroid 11-beta dehydrogenase 1 [Source:MGI Symbol;Acc:MGI:103562],ENSMUST00000016338,1,193221634,193222010,-,377,0
ENSMUSG00000009633,G0s2,protein_coding,G0/G1 switch gene 2 [Source:MGI Symbol;Acc:MGI:1316737],ENSMUST00000009777,1,193272161,193272462,-,302,1
ENSMUSG00000016179,Camk1g,protein_coding,calcium/calmodulin-dependent protein kinase I gamma [Source:MGI Symbol;Acc:MGI:2388073],ENSMUST00000016323,1,193346346,193347202,-,857,0
ENSMUSG00000026640,Plxna2,protein_coding,plexin A2 [Source:MGI Symbol;Acc:MGI:107684],ENSMUST00000027952,1,194812162,194816869,+,4708,10
ENSMUSG00000016494,Cd34,protein_coding,CD34 antigen [Source:MGI Symbol;Acc:MGI:88329],ENSMUST00000110815,1,194959795,194961279,+,1485,5
ENSMUSG00000016493,Cd46,protein_coding,"CD46 antigen, complement regulatory protein [Source:MGI Symbol;Acc:MGI:1203290]",ENSMUST00000162650,1,195036826,195041991,-,5166,18
ENSMUSG00000016481,Cr1l,protein_coding,complement component (3b/4b) receptor 1-like [Source:MGI Symbol;Acc:MGI:88513],ENSMUST00000193094,1,195097382,195098828,-,1447,0
ENSMUSG00000026616,Cr2,protein_coding,complement receptor 2 [Source:MGI Symbol;Acc:MGI:88489],ENSMUST00000195120,1,195136811,195139798,-,2988,0
ENSMUSG00000091618,H60c,protein_coding,histocompatibility 60c [Source:MGI Symbol;Acc:MGI:3774845],ENSMUST00000170893,10,3256208,3258200,-,1993,4
ENSMUSG00000040653,Ppp1r14c,protein_coding,"protein phosphatase 1, regulatory inhibitor subunit 14C [Source:MGI Symbol;Acc:MGI:1923392]",ENSMUST00000043374,10,3463464,3464975,+,1512,10
ENSMUSG00000019762,Iyd,protein_coding,iodotyrosine deiodinase [Source:MGI Symbol;Acc:MGI:1917587],ENSMUST00000019896,10,3554213,3554877,+,665,4
ENSMUSG00000040624,Plekhg1,protein_coding,"pleckstrin homology domain containing, family G (with RhoGef domain) member 1 [Source:MGI Symbol;Acc:MGI:2676551]",ENSMUST00000120274,10,3964453,3967303,+,2851,8
ENSMUSG00000040675,Mthfd1l,protein_coding,methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1-like [Source:MGI Symbol;Acc:MGI:1924836],ENSMUST00000120585,10,4166481,4167081,+,601,1
ENSMUSG00000038587,Akap12,protein_coding,A kinase (PRKA) anchor protein (gravin) 12 [Source:MGI Symbol;Acc:MGI:1932576],ENSMUST00000045730,10,4358478,4359470,+,993,1
ENSMUSG00000075327,Zbtb2,protein_coding,zinc finger and BTB domain containing 2 [Source:MGI Symbol;Acc:MGI:2685949],ENSMUST00000100077,10,4367075,4368479,-,1405,2
ENSMUSG00000019763,Rmnd1,protein_coding,required for meiotic nuclear division 1 homolog [Source:MGI Symbol;Acc:MGI:1913334],ENSMUST00000042251,10,4401915,4403468,-,1554,4
ENSMUSG00000061759,Armt1,protein_coding,acidic residue methyltransferase 1 [Source:MGI Symbol;Acc:MGI:1920669],ENSMUST00000118544,10,4450882,4455140,+,4259,11
ENSMUSG00000019767,Ccdc170,protein_coding,coiled-coil domain containing 170 [Source:MGI Symbol;Acc:MGI:2685067],ENSMUST00000138112,10,4561112,4562231,+,1120,2
ENSMUSG00000019768,Esr1,protein_coding,estrogen receptor 1 (alpha) [Source:MGI Symbol;Acc:MGI:1352467],ENSMUST00000105590,10,5001424,5005614,+,4191,12
ENSMUSG00000096054,Syne1,protein_coding,"spectrin repeat containing, nuclear envelope 1 [Source:MGI Symbol;Acc:MGI:1927152]",ENSMUST00000041639,10,5336941,5339202,-,2262,9
ENSMUSG00000096553,Gm10097,antisense,predicted gene 10097 [Source:MGI Symbol;Acc:MGI:3642295],ENSMUST00000180100,10,5069511,5071975,+,2465,4
ENSMUSG00000046916,Myct1,protein_coding,myc target 1 [Source:MGI Symbol;Acc:MGI:1915882],ENSMUST00000051809,10,5604702,5606904,+,2203,11
ENSMUSG00000019772,Vip,protein_coding,vasoactive intestinal polypeptide [Source:MGI Symbol;Acc:MGI:98933],ENSMUST00000019906,10,5646802,5647617,+,816,2
ENSMUSG00000019773,Fbxo5,protein_coding,F-box protein 5 [Source:MGI Symbol;Acc:MGI:1914391],ENSMUST00000019907,10,5799160,5799570,-,411,3
ENSMUSG00000019774,Mtrf1l,protein_coding,mitochondrial translational release factor 1-like [Source:MGI Symbol;Acc:MGI:1918830],ENSMUST00000019908,10,5811887,5813205,-,1319,2
ENSMUSG00000019775,Rgs17,protein_coding,regulator of G-protein signaling 17 [Source:MGI Symbol;Acc:MGI:1927469],ENSMUST00000131996,10,5825663,5832952,-,7290,41
ENSMUSG00000000766,Oprm1,protein_coding,"opioid receptor, mu 1 [Source:MGI Symbol;Acc:MGI:97441]",ENSMUST00000105611,10,7037162,7038198,+,1037,2
ENSMUSG00000064065,Ipcef1,protein_coding,interaction protein for cytohesin exchange factors 1 [Source:MGI Symbol;Acc:MGI:2444159],ENSMUST00000105617,10,6885796,6890474,-,4679,11
ENSMUSG00000015202,Cnksr3,protein_coding,Cnksr family member 3 [Source:MGI Symbol;Acc:MGI:2674130],ENSMUST00000015346,10,7119063,7120287,-,1225,4
ENSMUSG00000079685,Ulbp1,protein_coding,UL16 binding protein 1 [Source:MGI Symbol;Acc:MGI:1925027],ENSMUST00000218087,10,7440362,7445550,-,5189,18
ENSMUSG00000019796,Lrp11,protein_coding,low density lipoprotein receptor-related protein 11 [Source:MGI Symbol;Acc:MGI:2442989],ENSMUST00000130590,10,7623654,7625483,+,1830,4
ENSMUSG00000019795,Pcmt1,protein_coding,protein-L-isoaspartate (D-aspartate) O-methyltransferase 1 [Source:MGI Symbol;Acc:MGI:97502],ENSMUST00000159917,10,7629381,7630976,-,1596,5
ENSMUSG00000040034,Nup43,protein_coding,nucleoporin 43 [Source:MGI Symbol;Acc:MGI:1917162],ENSMUST00000040135,10,7678798,7678881,+,84,1
ENSMUSG00000040021,Lats1,protein_coding,large tumor suppressor [Source:MGI Symbol;Acc:MGI:1333883],ENSMUST00000165952,10,7713011,7716460,+,3450,17
ENSMUSG00000019794,Katna1,protein_coding,katanin p60 (ATPase-containing) subunit A1 [Source:MGI Symbol;Acc:MGI:1344353],ENSMUST00000173511,10,7762826,7763148,+,323,1
ENSMUSG00000040006,Ginm1,protein_coding,glycoprotein integral membrane 1 [Source:MGI Symbol;Acc:MGI:2384905],ENSMUST00000039763,10,7767947,7768476,-,530,6
ENSMUSG00000015757,Ppil4,protein_coding,peptidylprolyl isomerase (cyclophilin)-like 4 [Source:MGI Symbol;Acc:MGI:1914668],ENSMUST00000015901,10,7821204,7823135,+,1932,4
ENSMUSG00000039981,Zc3h12d,protein_coding,zinc finger CCCH type containing 12D [Source:MGI Symbol;Acc:MGI:3045313],ENSMUST00000039484,10,7868070,7870396,+,2327,4
ENSMUSG00000015755,Tab2,protein_coding,TGF-beta activated kinase 1/MAP3K7 binding protein 2 [Source:MGI Symbol;Acc:MGI:1915902],ENSMUST00000146444,10,7905653,7907434,-,1782,6
ENSMUSG00000047712,Ust,protein_coding,uronyl-2-sulfotransferase [Source:MGI Symbol;Acc:MGI:2442406],ENSMUST00000061601,10,8204809,8207386,-,2578,9
ENSMUSG00000015305,Sash1,protein_coding,SAM and SH3 domain containing 1 [Source:MGI Symbol;Acc:MGI:1917347],ENSMUST00000015449,10,8722219,8725496,-,3278,11
ENSMUSG00000060487,Samd5,protein_coding,sterile alpha motif domain containing 5 [Source:MGI Symbol;Acc:MGI:2444815],ENSMUST00000100070,10,9622936,9628986,-,6051,19
ENSMUSG00000019790,Stxbp5,protein_coding,syntaxin binding protein 5 (tomosyn) [Source:MGI Symbol;Acc:MGI:1926058],ENSMUST00000038213,10,9755547,9760912,-,5366,23
ENSMUSG00000050994,Adgb,protein_coding,androglobin [Source:MGI Symbol;Acc:MGI:3605549],ENSMUST00000045328,10,10399902,10400551,-,650,6
ENSMUSG00000019832,Rab32,protein_coding,"RAB32, member RAS oncogene family [Source:MGI Symbol;Acc:MGI:1915094]",ENSMUST00000019974,10,10545002,10546301,-,1300,2
ENSMUSG00000019828,Grm1,protein_coding,"glutamate receptor, metabotropic 1 [Source:MGI Symbol;Acc:MGI:1351338]",ENSMUST00000044306,10,10686059,10688962,-,2904,14
ENSMUSG00000090112,Shprh,protein_coding,SNF2 histone linker PHD RING helicase [Source:MGI Symbol;Acc:MGI:1917581],ENSMUST00000044053,10,11213545,11217595,+,4051,19
ENSMUSG00000047648,Fbxo30,protein_coding,F-box protein 30 [Source:MGI Symbol;Acc:MGI:1919115],ENSMUST00000129456,10,11295421,11298052,+,2632,14
ENSMUSG00000055493,Epm2a,protein_coding,"epilepsy, progressive myoclonic epilepsy, type 2 gene alpha [Source:MGI Symbol;Acc:MGI:1341085]",ENSMUST00000069106,10,11457418,11459644,+,2227,6
ENSMUSG00000019820,Utrn,protein_coding,utrophin [Source:MGI Symbol;Acc:MGI:104631],ENSMUST00000076817,10,12382188,12384187,-,2000,10
ENSMUSG00000039232,Stx11,protein_coding,syntaxin 11 [Source:MGI Symbol;Acc:MGI:1921982],ENSMUST00000042861,10,12938209,12941114,-,2906,10
ENSMUSG00000078348,Sf3b5,protein_coding,"splicing factor 3b, subunit 5 [Source:MGI Symbol;Acc:MGI:1913375]",ENSMUST00000105139,10,13008884,13009183,+,300,0
ENSMUSG00000019817,Plagl1,protein_coding,pleiomorphic adenoma gene-like 1 [Source:MGI Symbol;Acc:MGI:1100874],ENSMUST00000121646,10,13129105,13131694,+,2590,6
ENSMUSG00000019815,Zc2hc1b,protein_coding,"zinc finger, C2HC-type containing 1B [Source:MGI Symbol;Acc:MGI:1922372]",ENSMUST00000019954,10,13149540,13150139,-,600,1
ENSMUSG00000019814,Ltv1,protein_coding,LTV1 ribosome biogenesis factor [Source:MGI Symbol;Acc:MGI:2447810],ENSMUST00000019950,10,13178140,13178885,-,746,3
ENSMUSG00000062866,Phactr2,protein_coding,phosphatase and actin regulator 2 [Source:MGI Symbol;Acc:MGI:2446138],ENSMUST00000105545,10,13207717,13214257,-,6541,17
ENSMUSG00000019810,Fuca2,protein_coding,"fucosidase, alpha-L- 2, plasma [Source:MGI Symbol;Acc:MGI:1914098]",ENSMUST00000121465,10,13514848,13519035,+,4188,7
ENSMUSG00000019809,Pex3,protein_coding,peroxisomal biogenesis factor 3 [Source:MGI Symbol;Acc:MGI:1929646],ENSMUST00000019945,10,13524116,13524884,-,769,5
ENSMUSG00000019808,Adat2,protein_coding,"adenosine deaminase, tRNA-specific 2 [Source:MGI Symbol;Acc:MGI:1914007]",ENSMUST00000019944,10,13562859,13563376,+,518,0
ENSMUSG00000019806,Aig1,protein_coding,androgen-induced 1 [Source:MGI Symbol;Acc:MGI:1913503],ENSMUST00000162610,10,13647054,13647668,-,615,0
ENSMUSG00000015501,Hivep2,protein_coding,human immunodeficiency virus type I enhancer binding protein 2 [Source:MGI Symbol;Acc:MGI:1338076],ENSMUST00000191138,10,14149737,14151374,+,1638,7
ENSMUSG00000039116,Adgrg6,protein_coding,adhesion G protein-coupled receptor G6 [Source:MGI Symbol;Acc:MGI:1916151],ENSMUST00000041168,10,14402583,14405438,-,2856,10
ENSMUSG00000019868,Vta1,protein_coding,vesicle (multivesicular body) trafficking 1 [Source:MGI Symbol;Acc:MGI:1913451],ENSMUST00000154132,10,14654755,14655699,-,945,3
ENSMUSG00000019865,Nmbr,protein_coding,neuromedin B receptor [Source:MGI Symbol;Acc:MGI:1100525],ENSMUST00000190751,10,14770273,14770583,+,311,0
ENSMUSG00000019867,Gje1,protein_coding,"gap junction protein, epsilon 1 [Source:MGI Symbol;Acc:MGI:1923993]",ENSMUST00000020016,10,14715623,14716418,-,796,6
ENSMUSG00000039910,Cited2,protein_coding,"Cbp/p300-interacting transactivator, with Glu/Asp-rich carboxy-terminal domain, 2 [Source:MGI Symbol;Acc:MGI:1306784]",ENSMUST00000038107,10,17724756,17725674,+,919,3
ENSMUSG00000039891,Txlnb,protein_coding,taxilin beta [Source:MGI Symbol;Acc:MGI:2671945],ENSMUST00000037964,10,17843481,17845665,+,2185,10
ENSMUSG00000039879,Heca,protein_coding,"hdc homolog, cell cycle regulator [Source:MGI Symbol;Acc:MGI:2685715]",ENSMUST00000037879,10,17899035,17902212,-,3178,13
ENSMUSG00000078453,Abracl,protein_coding,ABRA C-terminal like [Source:MGI Symbol;Acc:MGI:1920362],ENSMUST00000020002,10,18011260,18011631,-,372,1
ENSMUSG00000019854,Reps1,protein_coding,RalBP1 associated Eps domain containing protein [Source:MGI Symbol;Acc:MGI:1196373],ENSMUST00000216576,10,18107246,18107469,+,224,1
ENSMUSG00000059554,Ccdc28a,protein_coding,coiled-coil domain containing 28A [Source:MGI Symbol;Acc:MGI:2443508],ENSMUST00000052648,10,18216784,18218290,-,1507,2
ENSMUSG00000039835,Nhsl1,protein_coding,NHS-like 1 [Source:MGI Symbol;Acc:MGI:106390],ENSMUST00000037341,10,18531974,18533892,+,1919,7
ENSMUSG00000019853,Hebp2,protein_coding,heme binding protein 2 [Source:MGI Symbol;Acc:MGI:1860084],ENSMUST00000020000,10,18539498,18541133,-,1636,3
ENSMUSG00000019852,Arfgef3,protein_coding,ARFGEF family member 3 [Source:MGI Symbol;Acc:MGI:106387],ENSMUST00000215836,10,18581839,18589580,-,7742,43
ENSMUSG00000044624,Gm4922,protein_coding,predicted gene 4922 [Source:MGI Symbol;Acc:MGI:3644318],ENSMUST00000216654,10,18779725,18780187,-,463,0
ENSMUSG00000019851,Perp,protein_coding,"PERP, TP53 apoptosis effector [Source:MGI Symbol;Acc:MGI:1929938]",ENSMUST00000019998,10,18855877,18857073,+,1197,5
ENSMUSG00000019850,Tnfaip3,protein_coding,"tumor necrosis factor, alpha-induced protein 3 [Source:MGI Symbol;Acc:MGI:1196377]",ENSMUST00000019997,10,19000910,19002730,-,1821,6
ENSMUSG00000045591,Olig3,protein_coding,oligodendrocyte transcription factor 3 [Source:MGI Symbol;Acc:MGI:2149955],ENSMUST00000053225,10,19357451,19358604,+,1154,2
ENSMUSG00000020009,Ifngr1,protein_coding,interferon gamma receptor 1 [Source:MGI Symbol;Acc:MGI:107655],ENSMUST00000020188,10,19609689,19610229,+,541,0
ENSMUSG00000039760,Il22ra2,protein_coding,"interleukin 22 receptor, alpha 2 [Source:MGI Symbol;Acc:MGI:2665114]",ENSMUST00000036564,10,19632919,19634681,+,1763,8
ENSMUSG00000020007,Il20ra,protein_coding,"interleukin 20 receptor, alpha [Source:MGI Symbol;Acc:MGI:3605069]",ENSMUST00000020185,10,19759654,19760053,+,400,1
ENSMUSG00000050473,Slc35d3,protein_coding,"solute carrier family 35, member D3 [Source:MGI Symbol;Acc:MGI:1923407]",ENSMUST00000059805,10,19847916,19848839,-,924,4
ENSMUSG00000020003,Pex7,protein_coding,peroxisomal biogenesis factor 7 [Source:MGI Symbol;Acc:MGI:1321392],ENSMUST00000020182,10,19853900,19860925,-,7026,13
ENSMUSG00000071369,Map3k5,protein_coding,mitogen-activated protein kinase kinase kinase 5 [Source:MGI Symbol;Acc:MGI:1346876],ENSMUST00000095806,10,20141581,20142753,+,1173,3
ENSMUSG00000019996,Map7,protein_coding,microtubule-associated protein 7 [Source:MGI Symbol;Acc:MGI:1328328],ENSMUST00000116259,10,20280007,20281590,+,1584,9
ENSMUSG00000037608,Bclaf1,protein_coding,BCL2-associated transcription factor 1 [Source:MGI Symbol;Acc:MGI:1917580],ENSMUST00000092678,10,20340058,20342501,+,2444,13
ENSMUSG00000019992,Mtfr2,protein_coding,mitochondrial fission regulator 2 [Source:MGI Symbol;Acc:MGI:1919054],ENSMUST00000169712,10,20360541,20361304,+,764,4
ENSMUSG00000019990,Pde7b,protein_coding,phosphodiesterase 7B [Source:MGI Symbol;Acc:MGI:1352752],ENSMUST00000020165,10,20398004,20400417,-,2414,5
ENSMUSG00000019986,Ahi1,protein_coding,Abelson helper integration site 1 [Source:MGI Symbol;Acc:MGI:87971],ENSMUST00000105525,10,21079087,21080429,+,1343,8
ENSMUSG00000019982,Myb,protein_coding,myeloblastosis oncogene [Source:MGI Symbol;Acc:MGI:97249],ENSMUST00000188495,10,21124935,21126172,-,1238,9
ENSMUSG00000019977,Hbs1l,protein_coding,Hbs1-like (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1891704],ENSMUST00000061324,10,21309748,21311206,+,1459,5
ENSMUSG00000037542,Aldh8a1,protein_coding,"aldehyde dehydrogenase 8 family, member A1 [Source:MGI Symbol;Acc:MGI:2653900]",ENSMUST00000042699,10,21395841,21396585,+,745,1
ENSMUSG00000050844,1700020N01Rik,protein_coding,RIKEN cDNA 1700020N01 gene [Source:MGI Symbol;Acc:MGI:1914942],ENSMUST00000057341,10,21621726,21622376,+,651,2
ENSMUSG00000019970,Sgk1,protein_coding,serum/glucocorticoid regulated kinase 1 [Source:MGI Symbol;Acc:MGI:1340062],ENSMUST00000020145,10,21998828,21999903,+,1076,6
ENSMUSG00000069712,4930444G20Rik,protein_coding,RIKEN cDNA 4930444G20 gene [Source:MGI Symbol;Acc:MGI:2149738],ENSMUST00000092672,10,22066307,22066591,-,285,1
ENSMUSG00000097327,E030030I06Rik,protein_coding,RIKEN cDNA E030030I06 gene [Source:MGI Symbol;Acc:MGI:2442914],ENSMUST00000179054,10,22113050,22114131,-,1082,2
ENSMUSG00000053219,Raet1e,protein_coding,retinoic acid early transcript 1E [Source:MGI Symbol;Acc:MGI:2675273],ENSMUST00000181645,10,22183555,22183917,+,363,2
ENSMUSG00000075297,H60b,protein_coding,histocompatibility 60b [Source:MGI Symbol;Acc:MGI:3649078],ENSMUST00000105522,10,22288750,22288849,+,100,0
ENSMUSG00000078452,Raet1d,protein_coding,retinoic acid early transcript delta [Source:MGI Symbol;Acc:MGI:1861032],ENSMUST00000182677,10,22373777,22374139,+,363,2
